,Objective,Turbine Type,Setback Tip Height Multiplier,PPA Multiplier,Number of Turbines,Total Capacity (MW),AEP (GWh),AEP with Losses (GWh),Annual Cost ($MM),Annual Income ($MM),COE ($/MWh),Boundary Area (km^2),Available Area (km^2),Boundary Capacity Density (MW/km^2),Available Capactiy Density (MW/km^2),PPA ($/MWh),Profit ($MM)
22,aep,2,1.1,1.1,58.0,319.0,1047.0978660621347,954.9532538486669,34.7782285345827,37.15552910865648,36.418775887111714,62.11826518311771,21.943983203670456,5.1353655653393355,14.537014407969586,38.90821771527738,2.3773005740737765
23,aep,2,1.1,1.2,58.0,319.0,1047.0978660621347,954.9532538486669,34.7782285345827,40.5333044821707,36.418775887111714,62.11826518311771,21.943983203670456,5.1353655653393355,14.537014407969586,42.44532841666623,5.755075947587997
24,aep,2,2.0,1.01,29.0,159.5,545.1582403415453,497.18431519148925,17.88744942363721,17.761819214447698,35.97750145586935,62.11826518311771,6.5675737417215325,2.5676827826696678,24.285985399258095,35.72481808402741,-0.12563020918951184
25,aep,2,2.0,1.05,29.0,159.5,545.1582403415453,497.18431519148925,17.88744942363721,18.465257599178305,35.97750145586935,62.11826518311771,6.5675737417215325,2.5676827826696678,24.285985399258095,37.139662364582954,0.5778081755410918
26,aep,2,2.0,1.1,29.0,159.5,545.1582403415453,497.18431519148925,17.88744942363721,19.344555580091555,35.97750145586935,62.11826518311771,6.5675737417215325,2.5676827826696678,24.285985399258095,38.90821771527738,1.4571061564543433
27,aep,2,2.0,1.2,29.0,159.5,545.1582403415453,497.18431519148925,17.88744942363721,21.10315154191806,35.97750145586935,62.11826518311771,6.5675737417215325,2.5676827826696678,24.285985399258095,42.44532841666623,3.2157021182808467
28,aep,2,3.0,1.01,12.0,66.0,232.62233001162343,212.1515649706006,7.788612237321446,7.579076064816428,36.71249014071978,62.11826518311771,0.9238506225642356,1.0624894273115866,71.44012071649712,35.72481808402741,-0.20953617250501738
29,aep,2,3.0,1.05,12.0,66.0,232.62233001162343,212.1515649706006,7.788612237321446,7.87923749312599,36.71249014071978,62.11826518311771,0.9238506225642356,1.0624894273115866,71.44012071649712,37.139662364582954,0.09062525580454431
30,aep,2,3.0,1.1,12.0,66.0,232.62233001162343,212.1515649706006,7.788612237321446,8.254439278512942,36.71249014071978,62.11826518311771,0.9238506225642356,1.0624894273115866,71.44012071649712,38.90821771527738,0.46582704119149687
31,aep,2,3.0,1.2,12.0,66.0,232.62233001162343,212.1515649706006,7.788612237321446,9.004842849286845,36.71249014071978,62.11826518311771,0.9238506225642356,1.0624894273115866,71.44012071649712,42.44532841666623,1.2162306119653992
32,aep,3,0.0,1.01,80.0,560.0,1784.6209173553561,1627.5742766280848,50.13186879070823,45.2321559260082,30.801585838877084,62.11826518311771,62.11826518311771,9.01506180749225,9.01506180749225,27.79114696978229,-4.899712864700034
33,aep,3,0.0,1.05,80.0,560.0,1784.6209173553561,1627.5742766280848,50.13186879070823,47.023528437929315,30.801585838877084,62.11826518311771,62.11826518311771,9.01506180749225,9.01506180749225,28.891786453734063,-3.1083403527789115
34,aep,3,0.0,1.1,80.0,560.0,1784.6209173553561,1627.5742766280848,50.13186879070823,49.26274407783072,30.801585838877084,62.11826518311771,62.11826518311771,9.01506180749225,9.01506180749225,30.267585808673783,-0.869124712877512
35,aep,3,0.0,1.2,80.0,560.0,1784.6209173553561,1627.5742766280848,50.13186879070823,53.741175357633495,30.801585838877084,62.11826518311771,62.11826518311771,9.01506180749225,9.01506180749225,33.01918451855321,3.609306566925265
36,aep,3,1.1,1.01,45.0,315.0,1101.6668989371135,1004.7202118306477,28.444596749606095,27.922327070496323,28.310963007083032,62.11826518311771,18.51486361673509,5.07097226671439,17.01335783620247,27.79114696978229,-0.5222696791097708
37,aep,3,1.1,1.05,45.0,315.0,1101.6668989371135,1004.7202118306477,28.444596749606095,29.028161805961524,28.310963007083032,62.11826518311771,18.51486361673509,5.07097226671439,17.01335783620247,28.891786453734063,0.583565056355428
38,aep,3,1.1,1.1,45.0,315.0,1101.6668989371135,1004.7202118306477,28.444596749606095,30.410455225293028,28.310963007083032,62.11826518311771,18.51486361673509,5.07097226671439,17.01335783620247,30.267585808673783,1.965858475686934
39,aep,3,1.1,1.2,45.0,315.0,1101.6668989371135,1004.7202118306477,28.444596749606095,33.17504206395602,28.310963007083032,62.11826518311771,18.51486361673509,5.07097226671439,17.01335783620247,33.01918451855321,4.730445314349927
40,aep,3,2.0,1.01,16.0,112.0,411.8317613087908,375.5905663136172,10.485516409033067,10.438092628885496,27.91741153657647,62.11826518311771,4.562940222312614,1.80301236149845,24.545576874385517,27.79114696978229,-0.047423780147571114
41,aep,3,2.0,1.05,16.0,112.0,411.8317613087908,375.5905663136172,10.485516409033067,10.851482435970071,27.91741153657647,62.11826518311771,4.562940222312614,1.80301236149845,24.545576874385517,28.891786453734063,0.3659660269370042
42,aep,3,2.0,1.1,16.0,112.0,411.8317613087908,375.5905663136172,10.485516409033067,11.368219694825791,27.91741153657647,62.11826518311771,4.562940222312614,1.80301236149845,24.545576874385517,30.267585808673783,0.8827032857927233
43,aep,3,2.0,1.2,16.0,112.0,411.8317613087908,375.5905663136172,10.485516409033067,12.401694212537224,27.91741153657647,62.11826518311771,4.562940222312614,1.80301236149845,24.545576874385517,33.01918451855321,1.916177803504156
44,aep,3,3.0,1.01,10.0,70.0,258.5741460725555,235.8196212181706,6.727252639261525,6.553697751632569,28.527111546149705,62.11826518311771,0.1212369391557932,1.1268827259365313,577.3817822144771,27.79114696978229,-0.17355488762895482
45,aep,3,3.0,1.05,10.0,70.0,258.5741460725555,235.8196212181706,6.727252639261525,6.813250137835839,28.527111546149705,62.11826518311771,0.1212369391557932,1.1268827259365313,577.3817822144771,28.891786453734063,0.08599749857431464
46,aep,3,3.0,1.1,10.0,70.0,258.5741460725555,235.8196212181706,6.727252639261525,7.137690620589927,28.527111546149705,62.11826518311771,0.1212369391557932,1.1268827259365313,577.3817822144771,30.267585808673783,0.41043798132840265
47,aep,3,3.0,1.2,10.0,70.0,258.5741460725555,235.8196212181706,6.727252639261525,7.786571586098101,28.527111546149705,62.11826518311771,0.1212369391557932,1.1268827259365313,577.3817822144771,33.01918451855321,1.059318946836577
48,coe,1,0.0,1.01,40.0,97.2,303.4570702617274,276.75284807869537,12.900409881373333,13.016008529066143,46.613467470821,62.11826518311771,62.11826518311771,1.5647571565861549,1.5647571565861549,47.031163796243966,0.11559864769281074
49,coe,1,0.0,1.05,40.0,97.2,303.4570702617274,276.75284807869537,12.900409881373333,13.531494015365794,46.613467470821,62.11826518311771,62.11826518311771,1.5647571565861549,1.5647571565861549,48.893784144610066,0.6310841339924614
50,coe,1,0.0,1.1,40.0,97.2,303.4570702617274,276.75284807869537,12.900409881373333,14.175850873240355,46.613467470821,62.11826518311771,62.11826518311771,1.5647571565861549,1.5647571565861549,51.222059580067686,1.2754409918670226
51,coe,1,0.0,1.2,40.0,97.2,303.4570702617274,276.75284807869537,12.900409881373333,15.464564588989475,46.613467470821,62.11826518311771,62.11826518311771,1.5647571565861549,1.5647571565861549,55.878610450982926,2.564154707616143
52,coe,1,1.1,1.01,41.0,99.63000000000001,311.0585260950823,283.68537579871503,13.209953837414249,13.34205337578839,46.56550870915244,62.11826518311771,30.94150167323403,1.6038760855008087,3.2199471458162945,47.031163796243966,0.13209953837414273
53,coe,1,1.1,1.05,41.0,99.63000000000001,311.0585260950823,283.68537579871503,13.209953837414249,13.870451529284962,46.56550870915244,62.11826518311771,30.94150167323403,1.6038760855008087,3.2199471458162945,48.893784144610066,0.6604976918707136
54,coe,1,1.1,1.1,41.0,99.63000000000001,311.0585260950823,283.68537579871503,13.209953837414249,14.530949221155673,46.56550870915244,62.11826518311771,30.94150167323403,1.6038760855008087,3.2199471458162945,51.222059580067686,1.3209953837414254
55,coe,1,1.1,1.2,41.0,99.63000000000001,311.0585260950823,283.68537579871503,13.209953837414249,15.851944604897097,46.56550870915244,62.11826518311771,30.94150167323403,1.6038760855008087,3.2199471458162945,55.878610450982926,2.6419907674828487
56,coe,1,2.0,1.01,38.0,92.34,288.7801623498077,263.3675080630247,12.2816872473709,12.386480410320717,46.63326671425184,62.11826518311771,15.083328709573157,1.4865192987568472,6.121990826958059,47.031163796243966,0.10479316294981539
57,coe,1,2.0,1.05,38.0,92.34,288.7801623498077,263.3675080630247,12.2816872473709,12.87703408993738,46.63326671425184,62.11826518311771,15.083328709573157,1.4865192987568472,6.121990826958059,48.893784144610066,0.595346842566479
58,coe,1,2.0,1.1,38.0,92.34,288.7801623498077,263.3675080630247,12.2816872473709,13.490226189458207,46.63326671425184,62.11826518311771,15.083328709573157,1.4865192987568472,6.121990826958059,51.222059580067686,1.2085389420873056
59,coe,1,2.0,1.2,38.0,92.34,288.7801623498077,263.3675080630247,12.2816872473709,14.71661038849986,46.63326671425184,62.11826518311771,15.083328709573157,1.4865192987568472,6.121990826958059,55.878610450982926,2.434923141128959
60,coe,1,3.0,1.01,29.0,70.47,220.40301766068782,201.0075521065473,9.496429516013524,9.45361910740507,47.24414290155519,62.11826518311771,5.663412013457364,1.134448938524962,12.443029013702274,47.031163796243966,-0.04281040860845335
61,coe,1,3.0,1.05,29.0,70.47,220.40301766068782,201.0075521065473,9.496429516013524,9.828019864133985,47.24414290155519,62.11826518311771,5.663412013457364,1.134448938524962,12.443029013702274,48.893784144610066,0.3315903481204622
62,coe,1,3.0,1.1,29.0,70.47,220.40301766068782,201.0075521065473,9.496429516013524,10.296020810045126,47.24414290155519,62.11826518311771,5.663412013457364,1.134448938524962,12.443029013702274,51.222059580067686,0.7995912940316032
63,coe,1,3.0,1.2,29.0,70.47,220.40301766068782,201.0075521065473,9.496429516013524,11.23202270186741,47.24414290155519,62.11826518311771,5.663412013457364,1.134448938524962,12.443029013702274,55.878610450982926,1.7355931858538856
64,coe,2,0.0,1.01,32.0,176.0,607.9506428656325,554.4509862934568,19.63634144417891,19.807660621843322,35.415829224958564,62.11826518311771,62.11826518311771,2.8333051394975644,2.8333051394975644,35.72481808402741,0.17131917766441404
65,coe,2,0.0,1.05,32.0,176.0,607.9506428656325,554.4509862934568,19.63634144417891,20.592122428649002,35.415829224958564,62.11826518311771,62.11826518311771,2.8333051394975644,2.8333051394975644,37.139662364582954,0.9557809844700917
66,coe,2,0.0,1.1,32.0,176.0,607.9506428656325,554.4509862934568,19.63634144417891,21.572699687156096,35.415829224958564,62.11826518311771,62.11826518311771,2.8333051394975644,2.8333051394975644,38.90821771527738,1.936358242977187
67,coe,2,0.0,1.2,32.0,176.0,607.9506428656325,554.4509862934568,19.63634144417891,23.533854204170282,35.415829224958564,62.11826518311771,62.11826518311771,2.8333051394975644,2.8333051394975644,42.44532841666623,3.8975127599913737
68,coe,2,1.1,1.01,32.0,176.0,608.7193181847207,555.1520181844653,19.63634144417891,19.832704858620705,35.37110701388852,62.11826518311771,21.943983203670456,2.8333051394975644,8.020421742328047,35.72481808402741,0.19636341444179417
69,coe,2,1.1,1.05,32.0,176.0,608.7193181847207,555.1520181844653,19.63634144417891,20.61815851638786,35.37110701388852,62.11826518311771,21.943983203670456,2.8333051394975644,8.020421742328047,37.139662364582954,0.9818170722089522
70,coe,2,1.1,1.1,32.0,176.0,608.7193181847207,555.1520181844653,19.63634144417891,21.599975588596806,35.37110701388852,62.11826518311771,21.943983203670456,2.8333051394975644,8.020421742328047,38.90821771527738,1.9636341444178969
71,coe,2,1.1,1.2,32.0,176.0,608.7193181847207,555.1520181844653,19.63634144417891,23.563609733014694,35.37110701388852,62.11826518311771,21.943983203670456,2.8333051394975644,8.020421742328047,42.44532841666623,3.927268288835786
72,coe,2,2.0,1.01,27.0,148.5,511.64577143651394,466.6209435501007,16.72157218143325,16.669948322524572,35.83545147848227,62.11826518311771,6.5675737417215325,2.3906012114510697,22.611089854481676,35.72481808402741,-0.05162385890867561
73,coe,2,2.0,1.05,27.0,148.5,511.64577143651394,466.6209435501007,16.72157218143325,17.330144295693863,35.83545147848227,62.11826518311771,6.5675737417215325,2.3906012114510697,22.611089854481676,37.139662364582954,0.6085721142606157
74,coe,2,2.0,1.1,27.0,148.5,511.64577143651394,466.6209435501007,16.72157218143325,18.155389262155477,35.83545147848227,62.11826518311771,6.5675737417215325,2.3906012114510697,22.611089854481676,38.90821771527738,1.4338170807222295
75,coe,2,2.0,1.2,27.0,148.5,511.64577143651394,466.6209435501007,16.72157218143325,19.805879195078695,35.83545147848227,62.11826518311771,6.5675737417215325,2.3906012114510697,22.611089854481676,42.44532841666623,3.0843070136454496
76,coe,2,3.0,1.01,12.0,66.0,232.62233001162343,212.1515649706006,7.788612237321446,7.579076064816428,36.71249014071978,62.11826518311771,0.9238506225642356,1.0624894273115866,71.44012071649712,35.72481808402741,-0.20953617250501738
77,coe,2,3.0,1.05,12.0,66.0,232.62233001162343,212.1515649706006,7.788612237321446,7.87923749312599,36.71249014071978,62.11826518311771,0.9238506225642356,1.0624894273115866,71.44012071649712,37.139662364582954,0.09062525580454431
78,coe,2,3.0,1.1,12.0,66.0,232.62233001162343,212.1515649706006,7.788612237321446,8.254439278512942,36.71249014071978,62.11826518311771,0.9238506225642356,1.0624894273115866,71.44012071649712,38.90821771527738,0.46582704119149687
79,coe,2,3.0,1.2,12.0,66.0,232.62233001162343,212.1515649706006,7.788612237321446,9.004842849286845,36.71249014071978,62.11826518311771,0.9238506225642356,1.0624894273115866,71.44012071649712,42.44532841666623,1.2162306119653992
80,coe,3,0.0,1.01,25.0,175.0,639.4622846673243,583.1896036165998,16.04703760926535,16.207507985358003,27.515987098794344,62.11826518311771,62.11826518311771,2.817206814841328,2.817206814841328,27.79114696978229,0.16047037609265372
81,coe,3,0.0,1.05,25.0,175.0,639.4622846673243,583.1896036165998,16.04703760926535,16.849389489728615,27.515987098794344,62.11826518311771,62.11826518311771,2.817206814841328,2.817206814841328,28.891786453734063,0.8023518804632668
82,coe,3,0.0,1.1,25.0,175.0,639.4622846673243,583.1896036165998,16.04703760926535,17.651741370191882,27.515987098794344,62.11826518311771,62.11826518311771,2.817206814841328,2.817206814841328,30.267585808673783,1.6047037609265353
83,coe,3,0.0,1.2,25.0,175.0,639.4622846673243,583.1896036165998,16.04703760926535,19.256445131118415,27.515987098794344,62.11826518311771,62.11826518311771,2.817206814841328,2.817206814841328,33.01918451855321,3.209407521853069
84,coe,3,1.1,1.01,24.0,168.0,614.0490531345312,560.0127364586924,15.42769933722932,15.563396263873479,27.548836540376247,62.11826518311771,18.51486361673509,2.704518542247675,9.073790845974651,27.79114696978229,0.1356969266441576
85,coe,3,1.1,1.05,24.0,168.0,614.0490531345312,560.0127364586924,15.42769933722932,16.179768393135795,27.548836540376247,62.11826518311771,18.51486361673509,2.704518542247675,9.073790845974651,28.891786453734063,0.7520690559064745
86,coe,3,1.1,1.1,24.0,168.0,614.0490531345312,560.0127364586924,15.42769933722932,16.95023355471369,27.548836540376247,62.11826518311771,18.51486361673509,2.704518542247675,9.073790845974651,30.267585808673783,1.5225342174843717
87,coe,3,1.1,1.2,24.0,168.0,614.0490531345312,560.0127364586924,15.42769933722932,18.491163877869475,27.548836540376247,62.11826518311771,18.51486361673509,2.704518542247675,9.073790845974651,33.01918451855321,3.063464540640155
88,coe,3,2.0,1.01,16.0,112.0,411.8317613087908,375.5905663136172,10.485516409033067,10.438092628885496,27.91741153657647,62.11826518311771,4.562940222312614,1.80301236149845,24.545576874385517,27.79114696978229,-0.047423780147571114
89,coe,3,2.0,1.05,16.0,112.0,411.8317613087908,375.5905663136172,10.485516409033067,10.851482435970071,27.91741153657647,62.11826518311771,4.562940222312614,1.80301236149845,24.545576874385517,28.891786453734063,0.3659660269370042
90,coe,3,2.0,1.1,16.0,112.0,411.8317613087908,375.5905663136172,10.485516409033067,11.368219694825791,27.91741153657647,62.11826518311771,4.562940222312614,1.80301236149845,24.545576874385517,30.267585808673783,0.8827032857927233
91,coe,3,2.0,1.2,16.0,112.0,411.8317613087908,375.5905663136172,10.485516409033067,12.401694212537224,27.91741153657647,62.11826518311771,4.562940222312614,1.80301236149845,24.545576874385517,33.01918451855321,1.916177803504156
92,coe,3,3.0,1.01,10.0,70.0,258.5741460725555,235.8196212181706,6.727252639261525,6.553697751632569,28.527111546149705,62.11826518311771,0.1212369391557932,1.1268827259365313,577.3817822144771,27.79114696978229,-0.17355488762895482
93,coe,3,3.0,1.05,10.0,70.0,258.5741460725555,235.8196212181706,6.727252639261525,6.813250137835839,28.527111546149705,62.11826518311771,0.1212369391557932,1.1268827259365313,577.3817822144771,28.891786453734063,0.08599749857431464
94,coe,3,3.0,1.1,10.0,70.0,258.5741460725555,235.8196212181706,6.727252639261525,7.137690620589927,28.527111546149705,62.11826518311771,0.1212369391557932,1.1268827259365313,577.3817822144771,30.267585808673783,0.41043798132840265
95,coe,3,3.0,1.2,10.0,70.0,258.5741460725555,235.8196212181706,6.727252639261525,7.786571586098101,28.527111546149705,62.11826518311771,0.1212369391557932,1.1268827259365313,577.3817822144771,33.01918451855321,1.059318946836577
96,profit,1,0.0,1.01,42.0,102.06,317.9467404209559,289.9674272639118,13.519660864146058,13.637505567224496,46.62475710363576,62.11826518311771,62.11826518311771,1.6429950144154626,1.6429950144154626,47.031163796243966,0.1178447030784376
97,profit,1,0.0,1.05,57.0,138.51000000000002,424.64756094898604,387.2785755854753,18.170294181699578,18.935515078508285,46.91789147961596,62.11826518311771,62.11826518311771,2.2297789481352708,2.2297789481352708,48.893784144610066,0.7652208968087062
98,profit,1,0.0,1.1,79.0,191.97,572.2626836644152,521.9035675019468,24.91606374473195,26.73297562963459,47.740742344396814,62.11826518311771,62.11826518311771,3.0903953842576555,3.0903953842576555,51.222059580067686,1.816911884902641
99,profit,1,0.0,1.2,99.0,240.57000000000002,696.4383272448907,635.1517544473404,30.995340085798762,35.4913974640213,48.79989682586722,62.11826518311771,62.11826518311771,3.8727739625507334,3.8727739625507334,55.878610450982926,4.496057378222533
100,profit,1,1.1,1.01,43.0,104.49000000000001,325.5686723799795,296.9186292105413,13.829521995150447,13.964428684557198,46.57680803633276,62.11826518311771,30.94150167323403,1.6821139433301164,3.377017738295138,47.031163796243966,0.1349066894067507
101,profit,1,1.1,1.05,55.0,133.65,410.81508625652936,374.6633586659548,17.55112405469835,18.318709385507816,46.84505076021249,62.11826518311771,30.94150167323403,2.151541090305963,4.319441293168199,48.893784144610066,0.7675853308094666
102,profit,1,1.1,1.1,73.0,177.39000000000001,532.135650122666,485.3077129118714,23.086571751525984,24.858460585438262,47.570996992826174,62.11826518311771,30.94150167323403,2.855681810769733,5.733076625477793,51.222059580067686,1.7718888339122794
103,profit,1,1.1,1.2,96.0,233.28000000000003,675.929431182358,616.4476412383106,30.084705994640064,34.446237608182834,48.803343515446606,62.11826518311771,30.94150167323403,3.755417175806772,7.539388438984495,55.878610450982926,4.361531613542769
104,profit,1,2.0,1.01,41.0,99.63000000000001,310.5310448728556,283.2043129240443,13.209953837414249,13.31942842893346,46.64460686005573,62.11826518311771,15.083328709573157,1.6038760855008087,6.605305892244222,47.031163796243966,0.10947459151921235
105,profit,1,2.0,1.05,52.0,126.36000000000001,388.47494335791464,354.2891483424181,16.621240112247307,17.322537143831926,46.91433590334804,62.11826518311771,15.083328709573157,2.0341843035620015,8.377461131626818,48.893784144610066,0.7012970315846204
106,profit,1,2.0,1.1,67.0,162.81,490.13094357255835,446.99942053817324,21.25080310537993,22.89623095106204,47.541008173555646,62.11826518311771,15.083328709573157,2.6209682372818093,10.79403645805763,51.222059580067686,1.6454278456821105
107,profit,1,2.0,1.2,86.0,208.98000000000002,610.0509103042014,556.3664301974316,27.046166028733502,31.088983021006264,48.6121458103357,62.11826518311771,15.083328709573157,3.364227886660233,13.85503187153666,55.878610450982926,4.042816992272761
108,profit,1,3.0,1.01,29.0,70.47,220.40301766068782,201.0075521065473,9.496429516013524,9.45361910740507,47.24414290155519,62.11826518311771,5.663412013457364,1.134448938524962,12.443029013702274,47.031163796243966,-0.04281040860845335
109,profit,1,3.0,1.05,32.0,77.76,241.66364596093152,220.39724511636956,10.425884127578247,10.776055328786489,47.304965731642376,62.11826518311771,5.663412013457364,1.2518057252689239,13.730238911671476,48.893784144610066,0.3501712012082413
110,profit,1,3.0,1.1,33.0,80.19000000000001,248.56463305392518,226.69094534517976,10.735353849592439,11.611577108732664,47.356782747744234,62.11826518311771,5.663412013457364,1.290924654183578,14.15930887766121,51.222059580067686,0.8762232591402251
111,profit,1,3.0,1.2,33.0,80.19000000000001,248.56463305392518,226.69094534517976,10.735353849592439,12.66717502770836,47.356782747744234,62.11826518311771,5.663412013457364,1.290924654183578,14.15930887766121,55.878610450982926,1.9318211781159211
112,profit,2,0.0,1.01,34.0,187.0,643.9679726540992,587.2987910605385,20.802193164464256,20.98114247160696,35.42011916438625,62.11826518311771,62.11826518311771,3.010386710716162,3.010386710716162,35.72481808402741,0.17894930714270474
113,profit,2,0.0,1.05,44.0,242.0,819.2172369435053,747.126120092477,26.62828053307133,27.748011843995453,35.640944436229006,62.11826518311771,62.11826518311771,3.8957945668091507,3.8957945668091507,37.139662364582954,1.119731310924124
114,profit,2,0.0,1.1,51.0,280.5,936.5129902980464,854.0998471518184,30.703793454481765,33.23150280356808,35.948716718391,62.11826518311771,62.11826518311771,4.515580066074243,4.515580066074243,38.90821771527738,2.5277093490863143
115,profit,2,0.0,1.2,63.0,346.5,1126.6854273315903,1027.5371097264103,37.68846261713361,43.614150082649495,36.678444272604864,62.11826518311771,62.11826518311771,5.578069493385829,5.578069493385829,42.44532841666623,5.925687465515882
116,profit,2,1.1,1.01,34.0,187.0,644.6456285819095,587.9168132667014,20.802193164464256,21.00322120249402,35.3828852909971,62.11826518311771,21.943983203670456,3.010386710716162,8.52169810122355,35.72481808402741,0.20102803802976385
117,profit,2,1.1,1.05,42.0,231.0,784.8785733773773,715.8092589201681,25.463502960711835,26.58491419373738,35.573028210231215,62.11826518311771,21.943983203670456,3.718712995590553,10.526803536805563,37.139662364582954,1.1214112330255435
118,profit,2,1.1,1.1,51.0,280.5,936.4096219765672,854.0055752426292,30.703793454481765,33.22783485160092,35.95268502288008,62.11826518311771,21.943983203670456,4.515580066074243,12.782547151835326,38.90821771527738,2.524041397119153
119,profit,2,1.1,1.2,58.0,319.0,1047.0978660621347,954.9532538486669,34.7782285345827,40.5333044821707,36.418775887111714,62.11826518311771,21.943983203670456,5.1353655653393355,14.537014407969586,42.44532841666623,5.755075947587997
